content_id,account_id,case_id,normalized_text,content_hash,language,category,semantic_family,severity_score,safe_placeholder
CT-001755,A-0125,C-009,[repeated target reference],H-3940757,de,Evasion / Account Network,EVASION_FAM_X3-P03,0.545,Yes
CT-001756,A-0114,C-009,[repeated target reference],H-3940757,de,Evasion / Account Network,EVASION_FAM_X3-P03,0.894,Yes
CT-001757,A-0123,C-009,[neutral platform activity],H-1125610,de,Evasion / Account Network,EVASION_FAM_X3-default,0.83,Yes
CT-001758,A-0125,C-009,[obfuscated phrase variant],H-9513918,de,Evasion / Account Network,EVASION_FAM_X3-OBF,0.899,Yes
CT-001759,A-0124,C-009,[target-specific grievance reference],H-9757226,fr,Evasion / Account Network,EVASION_FAM_X3-P03,0.889,Yes
CT-001760,A-0120,C-009,[research handoff placeholder],H-9835021,es,Evasion / Account Network,EVASION_FAM_X3-P08,0.79,Yes
CT-001761,A-0130,C-009,[symbol-substituted phrase],H-7857967,en,Evasion / Account Network,EVASION_FAM_X3-OBF,0.713,Yes
CT-001762,A-0119,C-009,[template family A],H-8456337,de,Evasion / Account Network,EVASION_FAM_X3,0.737,Yes
CT-001763,A-0112,C-009,[template family B with minor variation],H-7681805,ar,Evasion / Account Network,EVASION_FAM_X3,0.54,Yes
CT-001764,A-0131,C-009,[non-sensitive coordination],H-0150340,fr,Evasion / Account Network,EVASION_FAM_X3-default,0.707,Yes
CT-001765,A-0122,C-009,[multilingual coded variant],H-0362584,es,Evasion / Account Network,EVASION_FAM_X3-OBF,0.607,Yes
CT-001766,A-0113,C-009,[symbol-substituted phrase],H-7857967,de,Evasion / Account Network,EVASION_FAM_X3-OBF,0.838,Yes
CT-001767,A-0112,C-009,[symbol-substituted phrase],H-7857967,ar,Evasion / Account Network,EVASION_FAM_X3-OBF,0.879,Yes
CT-001768,A-0134,C-009,[non-sensitive coordination],H-9039076,fr,Evasion / Account Network,EVASION_FAM_X3-P06,0.745,Yes
CT-001769,A-0122,C-009,[neutral platform activity],H-1125610,es,Evasion / Account Network,EVASION_FAM_X3-default,0.882,Yes
CT-001770,A-0125,C-009,[generic discussion],H-6004343,de,Evasion / Account Network,EVASION_FAM_X3-P01,0.627,Yes
CT-001771,A-0125,C-009,[obfuscated phrase variant],H-9513918,de,Evasion / Account Network,EVASION_FAM_X3-OBF,0.679,Yes
CT-001772,A-0126,C-009,[generic discussion],H-6004343,es,Evasion / Account Network,EVASION_FAM_X3-P01,0.782,Yes
CT-001773,A-0130,C-009,[non-sensitive coordination],H-9389197,en,Evasion / Account Network,EVASION_FAM_X3-P01,0.872,Yes
CT-001774,A-0133,C-009,[template family B with minor variation],H-7681805,fr,Evasion / Account Network,EVASION_FAM_X3,0.679,Yes
CT-001775,A-0114,C-009,[generic discussion],H-6004343,de,Evasion / Account Network,EVASION_FAM_X3-P01,0.556,Yes
CT-001776,A-0117,C-009,[obfuscated phrase variant],H-9513918,de,Evasion / Account Network,EVASION_FAM_X3-OBF,0.594,Yes
CT-001777,A-0126,C-009,[target-specific grievance reference],H-9757226,es,Evasion / Account Network,EVASION_FAM_X3-P03,0.85,Yes
CT-001778,A-0135,C-009,[neutral platform activity],H-1125610,ar,Evasion / Account Network,EVASION_FAM_X3-default,0.846,Yes
CT-001779,A-0114,C-009,[repeated target reference],H-3940757,de,Evasion / Account Network,EVASION_FAM_X3-P03,0.657,Yes
CT-001780,A-0137,C-009,[non-sensitive coordination],H-0150340,de,Evasion / Account Network,EVASION_FAM_X3-default,0.634,Yes
CT-001781,A-0124,C-009,[repeated target reference],H-3940757,fr,Evasion / Account Network,EVASION_FAM_X3-P03,0.68,Yes
CT-001782,A-0115,C-009,[coded phrase family C],H-2688866,es,Evasion / Account Network,EVASION_FAM_X3,0.676,Yes
CT-001783,A-0138,C-009,[template family A],H-8456337,es,Evasion / Account Network,EVASION_FAM_X3,0.637,Yes
CT-001784,A-0147,C-010,[generic discussion],H-5362021,en,False-Positive Control,EVENT_FAM_X4-P05,0.01,Yes
CT-001785,A-0139,C-010,[benign scheduling message],H-3629325,en,False-Positive Control,BENIGN-COORDINATION,0.01,Yes
CT-001786,A-0157,C-010,[generic discussion],H-5362021,es,False-Positive Control,EVENT_FAM_X4-P05,0.068,Yes
CT-001787,A-0145,C-010,[neutral platform activity],H-4318580,es,False-Positive Control,EVENT_FAM_X4-default,0.044,Yes
CT-001788,A-0141,C-010,[neutral platform activity],H-9043347,en,False-Positive Control,EVENT_FAM_X4-P02,0.283,Yes
CT-001789,A-0141,C-010,[lawful event logistics],H-0703371,en,False-Positive Control,BENIGN-COORDINATION,0.292,Yes
CT-001790,A-0158,C-010,[neutral platform activity],H-1904388,en,False-Positive Control,EVENT_FAM_X4-P05,0.01,Yes
CT-001791,A-0145,C-010,[non-sensitive coordination],H-2879658,es,False-Positive Control,EVENT_FAM_X4-P05,0.124,Yes
CT-001792,A-0143,C-010,[generic discussion],H-5362021,en,False-Positive Control,EVENT_FAM_X4-P05,0.239,Yes
CT-001793,A-0154,C-010,[non-sensitive coordination],H-5293850,es,False-Positive Control,EVENT_FAM_X4-default,0.168,Yes
CT-001794,A-0158,C-010,[generic discussion],H-1420299,en,False-Positive Control,EVENT_FAM_X4-default,0.132,Yes
CT-001795,A-0142,C-010,[benign scheduling message],H-3629325,en,False-Positive Control,BENIGN-COORDINATION,0.229,Yes
CT-001796,A-0158,C-010,[non-sensitive coordination],H-8068077,en,False-Positive Control,EVENT_FAM_X4-P02,0.37,Yes
CT-001797,A-0151,C-010,[coded phrase family C],H-3894953,es,False-Positive Control,EVENT_FAM_X4,0.092,Yes
CT-001798,A-0156,C-010,[mutual-aid coordination],H-5150997,es,False-Positive Control,BENIGN-COORDINATION,0.391,Yes
CT-001799,A-0153,C-010,[non-sensitive coordination],H-5293850,en,False-Positive Control,EVENT_FAM_X4-default,0.249,Yes
CT-001800,A-0140,C-010,[template family B with minor variation],H-4265624,en,False-Positive Control,EVENT_FAM_X4,0.383,Yes
CT-001801,A-0142,C-010,[neutral platform activity],H-1904388,en,False-Positive Control,EVENT_FAM_X4-P05,0.16,Yes
CT-001802,A-0150,C-010,[neutral platform activity],H-4318580,es,False-Positive Control,EVENT_FAM_X4-default,0.133,Yes
CT-001803,A-0152,C-010,[neutral platform activity],H-9043347,es,False-Positive Control,EVENT_FAM_X4-P02,0.397,Yes
CT-001804,A-0144,C-010,[generic discussion],H-8547069,es,False-Positive Control,EVENT_FAM_X4-P02,0.144,Yes
CT-001805,A-0144,C-010,[generic discussion],H-1420299,es,False-Positive Control,EVENT_FAM_X4-default,0.093,Yes
CT-001806,A-0149,C-010,[generic discussion],H-1420299,es,False-Positive Control,EVENT_FAM_X4-default,0.296,Yes
CT-001807,A-0150,C-010,[neutral platform activity],H-4318580,es,False-Positive Control,EVENT_FAM_X4-default,0.245,Yes
CT-001808,A-0143,C-010,[neutral platform activity],H-4318580,en,False-Positive Control,EVENT_FAM_X4-default,0.297,Yes
CT-001809,A-0140,C-010,[neutral platform activity],H-1904388,en,False-Positive Control,EVENT_FAM_X4-P05,0.01,Yes
CT-001810,A-0140,C-010,[generic discussion],H-8547069,en,False-Positive Control,EVENT_FAM_X4-P02,0.366,Yes
CT-001811,A-0151,C-010,[mutual-aid coordination],H-5150997,es,False-Positive Control,BENIGN-COORDINATION,0.309,Yes
CT-001812,A-0157,C-010,[generic discussion],H-5362021,es,False-Positive Control,EVENT_FAM_X4-P05,0.085,Yes
CT-001813,A-0141,C-010,[non-sensitive coordination],H-5293850,en,False-Positive Control,EVENT_FAM_X4-default,0.123,Yes
CT-001814,A-0141,C-010,[generic discussion],H-8547069,en,False-Positive Control,EVENT_FAM_X4-P02,0.292,Yes
CT-001815,A-0155,C-010,[neutral platform activity],H-9043347,en,False-Positive Control,EVENT_FAM_X4-P02,0.081,Yes
CT-001816,A-0154,C-010,[non-sensitive coordination],H-5293850,es,False-Positive Control,EVENT_FAM_X4-default,0.146,Yes
CT-001817,A-0139,C-010,[neutral platform activity],H-4318580,en,False-Positive Control,EVENT_FAM_X4-default,0.045,Yes
CT-001818,A-0141,C-010,[neutral platform activity],H-4318580,en,False-Positive Control,EVENT_FAM_X4-default,0.172,Yes
CT-001819,A-0152,C-010,[benign scheduling message],H-3629325,es,False-Positive Control,BENIGN-COORDINATION,0.01,Yes
CT-001820,A-0150,C-010,[neutral platform activity],H-9043347,es,False-Positive Control,EVENT_FAM_X4-P02,0.404,Yes
CT-001821,A-0142,C-010,[neutral platform activity],H-4318580,en,False-Positive Control,EVENT_FAM_X4-default,0.191,Yes
CT-001822,A-0139,C-010,[non-sensitive coordination],H-2879658,en,False-Positive Control,EVENT_FAM_X4-P05,0.12,Yes
CT-001823,A-0139,C-010,[generic discussion],H-1420299,en,False-Positive Control,EVENT_FAM_X4-default,0.297,Yes
CT-001824,A-0156,C-010,[neutral platform activity],H-4318580,es,False-Positive Control,EVENT_FAM_X4-default,0.138,Yes
CT-001825,A-0156,C-010,[generic discussion],H-8547069,es,False-Positive Control,EVENT_FAM_X4-P02,0.051,Yes
CT-001826,A-0144,C-010,[mutual-aid coordination],H-5150997,es,False-Positive Control,BENIGN-COORDINATION,0.177,Yes
CT-001827,A-0147,C-010,[template family A],H-0183331,en,False-Positive Control,EVENT_FAM_X4,0.341,Yes
CT-001828,A-0150,C-010,[generic discussion],H-5362021,es,False-Positive Control,EVENT_FAM_X4-P05,0.076,Yes
CT-001829,A-0143,C-010,[neutral platform activity],H-4318580,en,False-Positive Control,EVENT_FAM_X4-default,0.207,Yes
CT-001830,A-0154,C-010,[non-sensitive coordination],H-5293850,es,False-Positive Control,EVENT_FAM_X4-default,0.335,Yes
CT-001831,A-0139,C-010,[neutral platform activity],H-4318580,en,False-Positive Control,EVENT_FAM_X4-default,0.063,Yes
CT-001832,A-0154,C-010,[neutral platform activity],H-9043347,es,False-Positive Control,EVENT_FAM_X4-P02,0.191,Yes
CT-001833,A-0139,C-010,[neutral platform activity],H-9043347,en,False-Positive Control,EVENT_FAM_X4-P02,0.249,Yes
CT-001834,A-0153,C-010,[lawful event logistics],H-0703371,en,False-Positive Control,BENIGN-COORDINATION,0.287,Yes
CT-001835,A-0145,C-010,[generic discussion],H-8547069,es,False-Positive Control,EVENT_FAM_X4-P02,0.01,Yes
CT-001836,A-0147,C-010,[non-sensitive coordination],H-5293850,en,False-Positive Control,EVENT_FAM_X4-default,0.187,Yes
CT-001837,A-0147,C-010,[non-sensitive coordination],H-5293850,en,False-Positive Control,EVENT_FAM_X4-default,0.055,Yes
CT-001838,A-0153,C-010,[lawful event logistics],H-0703371,en,False-Positive Control,BENIGN-COORDINATION,0.147,Yes
CT-001839,A-0154,C-010,[benign scheduling message],H-3629325,es,False-Positive Control,BENIGN-COORDINATION,0.07,Yes
CT-001840,A-0148,C-010,[neutral platform activity],H-9043347,es,False-Positive Control,EVENT_FAM_X4-P02,0.102,Yes
CT-001841,A-0148,C-010,[neutral platform activity],H-9043347,es,False-Positive Control,EVENT_FAM_X4-P02,0.01,Yes
CT-001842,A-0158,C-010,[neutral platform activity],H-1904388,en,False-Positive Control,EVENT_FAM_X4-P05,0.194,Yes
CT-001843,A-0142,C-010,[coded phrase family C],H-3894953,en,False-Positive Control,EVENT_FAM_X4,0.134,Yes
CT-001844,A-0151,C-010,[benign scheduling message],H-3629325,es,False-Positive Control,BENIGN-COORDINATION,0.136,Yes
CT-001845,A-0148,C-010,[non-sensitive coordination],H-5293850,es,False-Positive Control,EVENT_FAM_X4-default,0.246,Yes
CT-001846,A-0144,C-010,[non-sensitive coordination],H-2879658,es,False-Positive Control,EVENT_FAM_X4-P05,0.137,Yes
CT-001847,A-0151,C-010,[generic discussion],H-5362021,es,False-Positive Control,EVENT_FAM_X4-P05,0.058,Yes
CT-001848,A-0152,C-010,[template family B with minor variation],H-4265624,es,False-Positive Control,EVENT_FAM_X4,0.125,Yes
CT-001849,A-0143,C-010,[mutual-aid coordination],H-5150997,en,False-Positive Control,BENIGN-COORDINATION,0.171,Yes
CT-001850,A-0153,C-010,[neutral platform activity],H-4318580,en,False-Positive Control,EVENT_FAM_X4-default,0.099,Yes
CT-001851,A-0149,C-010,[generic discussion],H-8547069,es,False-Positive Control,EVENT_FAM_X4-P02,0.187,Yes
CT-001852,A-0155,C-010,[neutral platform activity],H-4318580,en,False-Positive Control,EVENT_FAM_X4-default,0.074,Yes
CT-001853,A-0141,C-010,[generic discussion],H-1420299,en,False-Positive Control,EVENT_FAM_X4-default,0.095,Yes
CT-001854,A-0151,C-010,[generic discussion],H-1420299,es,False-Positive Control,EVENT_FAM_X4-default,0.196,Yes
CT-001855,A-0152,C-010,[coded phrase family C],H-3894953,es,False-Positive Control,EVENT_FAM_X4,0.06,Yes
CT-001856,A-0154,C-010,[non-sensitive coordination],H-5293850,es,False-Positive Control,EVENT_FAM_X4-default,0.227,Yes
CT-001857,A-0154,C-010,[template family B with minor variation],H-4265624,es,False-Positive Control,EVENT_FAM_X4,0.15,Yes
CT-001858,A-0155,C-010,[neutral platform activity],H-9043347,en,False-Positive Control,EVENT_FAM_X4-P02,0.094,Yes
CT-001859,A-0140,C-010,[generic discussion],H-1420299,en,False-Positive Control,EVENT_FAM_X4-default,0.133,Yes
CT-001860,A-0153,C-010,[coded phrase family C],H-3894953,en,False-Positive Control,EVENT_FAM_X4,0.1,Yes
CT-001861,A-0158,C-010,[non-sensitive coordination],H-5293850,en,False-Positive Control,EVENT_FAM_X4-default,0.108,Yes
CT-001862,A-0141,C-010,[neutral platform activity],H-9043347,en,False-Positive Control,EVENT_FAM_X4-P02,0.244,Yes
CT-001863,A-0157,C-010,[non-sensitive coordination],H-5293850,es,False-Positive Control,EVENT_FAM_X4-default,0.111,Yes
CT-001864,A-0142,C-010,[neutral platform activity],H-4318580,en,False-Positive Control,EVENT_FAM_X4-default,0.287,Yes
CT-001865,A-0139,C-010,[neutral platform activity],H-9043347,en,False-Positive Control,EVENT_FAM_X4-P02,0.134,Yes
CT-001866,A-0155,C-010,[neutral platform activity],H-4318580,en,False-Positive Control,EVENT_FAM_X4-default,0.262,Yes
CT-001867,A-0144,C-010,[generic discussion],H-5362021,es,False-Positive Control,EVENT_FAM_X4-P05,0.01,Yes
CT-001868,A-0150,C-010,[non-sensitive coordination],H-8068077,es,False-Positive Control,EVENT_FAM_X4-P02,0.04,Yes
CT-001869,A-0156,C-010,[generic discussion],H-5362021,es,False-Positive Control,EVENT_FAM_X4-P05,0.216,Yes
CT-001870,A-0152,C-010,[non-sensitive coordination],H-5293850,es,False-Positive Control,EVENT_FAM_X4-default,0.079,Yes
CT-001871,A-0153,C-010,[neutral platform activity],H-9043347,en,False-Positive Control,EVENT_FAM_X4-P02,0.01,Yes
CT-001872,A-0140,C-010,[generic discussion],H-1420299,en,False-Positive Control,EVENT_FAM_X4-default,0.269,Yes
CT-001873,A-0158,C-010,[lawful event logistics],H-0703371,en,False-Positive Control,BENIGN-COORDINATION,0.042,Yes
CT-001874,A-0157,C-010,[neutral platform activity],H-4318580,es,False-Positive Control,EVENT_FAM_X4-default,0.346,Yes
CT-001875,A-0150,C-010,[coded phrase family C],H-3894953,es,False-Positive Control,EVENT_FAM_X4,0.211,Yes
CT-001876,A-0152,C-010,[generic discussion],H-1420299,es,False-Positive Control,EVENT_FAM_X4-default,0.176,Yes
CT-001877,A-0155,C-010,[neutral platform activity],H-1904388,en,False-Positive Control,EVENT_FAM_X4-P05,0.137,Yes
CT-001878,A-0143,C-010,[template family A],H-0183331,en,False-Positive Control,EVENT_FAM_X4,0.171,Yes
CT-001879,A-0152,C-010,[neutral platform activity],H-4318580,es,False-Positive Control,EVENT_FAM_X4-default,0.265,Yes
CT-001880,A-0156,C-010,[lawful event logistics],H-0703371,es,False-Positive Control,BENIGN-COORDINATION,0.195,Yes
CT-001881,A-0150,C-010,[non-sensitive coordination],H-5293850,es,False-Positive Control,EVENT_FAM_X4-default,0.014,Yes
CT-001882,A-0153,C-010,[template family B with minor variation],H-4265624,en,False-Positive Control,EVENT_FAM_X4,0.324,Yes
CT-001883,A-0151,C-010,[coded phrase family C],H-3894953,es,False-Positive Control,EVENT_FAM_X4,0.01,Yes
CT-001884,A-0146,C-010,[benign scheduling message],H-3629325,en,False-Positive Control,BENIGN-COORDINATION,0.149,Yes
CT-001885,A-0146,C-010,[generic discussion],H-1420299,en,False-Positive Control,EVENT_FAM_X4-default,0.271,Yes
CT-001886,A-0148,C-010,[benign scheduling message],H-3629325,es,False-Positive Control,BENIGN-COORDINATION,0.088,Yes
CT-001887,A-0142,C-010,[coded phrase family C],H-3894953,en,False-Positive Control,EVENT_FAM_X4,0.024,Yes
CT-001888,A-0154,C-010,[template family B with minor variation],H-4265624,es,False-Positive Control,EVENT_FAM_X4,0.025,Yes
CT-001889,A-0148,C-010,[non-sensitive coordination],H-5293850,es,False-Positive Control,EVENT_FAM_X4-default,0.108,Yes
CT-001890,A-0154,C-010,[generic discussion],H-1420299,es,False-Positive Control,EVENT_FAM_X4-default,0.111,Yes
CT-001891,A-0147,C-010,[template family B with minor variation],H-4265624,en,False-Positive Control,EVENT_FAM_X4,0.194,Yes
CT-001892,A-0145,C-010,[neutral platform activity],H-1904388,es,False-Positive Control,EVENT_FAM_X4-P05,0.285,Yes
CT-001893,A-0142,C-010,[generic discussion],H-1420299,en,False-Positive Control,EVENT_FAM_X4-default,0.282,Yes
CT-001894,A-0142,C-010,[generic discussion],H-8547069,en,False-Positive Control,EVENT_FAM_X4-P02,0.096,Yes
CT-001895,A-0151,C-010,[neutral platform activity],H-4318580,es,False-Positive Control,EVENT_FAM_X4-default,0.079,Yes
CT-001896,A-0141,C-010,[non-sensitive coordination],H-5293850,en,False-Positive Control,EVENT_FAM_X4-default,0.225,Yes
CT-001897,A-0153,C-010,[generic discussion],H-8547069,en,False-Positive Control,EVENT_FAM_X4-P02,0.259,Yes
CT-001898,A-0145,C-010,[neutral platform activity],H-4318580,es,False-Positive Control,EVENT_FAM_X4-default,0.083,Yes
CT-001899,A-0143,C-010,[neutral platform activity],H-4318580,en,False-Positive Control,EVENT_FAM_X4-default,0.371,Yes
CT-001900,A-0155,C-010,[lawful event logistics],H-0703371,en,False-Positive Control,BENIGN-COORDINATION,0.091,Yes
CT-001901,A-0151,C-010,[coded phrase family C],H-3894953,es,False-Positive Control,EVENT_FAM_X4,0.167,Yes
CT-001902,A-0146,C-010,[neutral platform activity],H-1904388,en,False-Positive Control,EVENT_FAM_X4-P05,0.14,Yes
CT-001903,A-0156,C-010,[benign scheduling message],H-3629325,es,False-Positive Control,BENIGN-COORDINATION,0.01,Yes
CT-001904,A-0144,C-010,[template family B with minor variation],H-4265624,es,False-Positive Control,EVENT_FAM_X4,0.361,Yes
CT-001905,A-0154,C-010,[neutral platform activity],H-1904388,es,False-Positive Control,EVENT_FAM_X4-P05,0.275,Yes
CT-001906,A-0148,C-010,[neutral platform activity],H-4318580,es,False-Positive Control,EVENT_FAM_X4-default,0.183,Yes
CT-001907,A-0153,C-010,[template family A],H-0183331,en,False-Positive Control,EVENT_FAM_X4,0.134,Yes
CT-001908,A-0145,C-010,[benign scheduling message],H-3629325,es,False-Positive Control,BENIGN-COORDINATION,0.357,Yes
CT-001909,A-0153,C-010,[non-sensitive coordination],H-2879658,en,False-Positive Control,EVENT_FAM_X4-P05,0.041,Yes
CT-001910,A-0145,C-010,[generic discussion],H-1420299,es,False-Positive Control,EVENT_FAM_X4-default,0.063,Yes
CT-001911,A-0144,C-010,[template family B with minor variation],H-4265624,es,False-Positive Control,EVENT_FAM_X4,0.245,Yes
CT-001912,A-0142,C-010,[neutral platform activity],H-4318580,en,False-Positive Control,EVENT_FAM_X4-default,0.26,Yes
CT-001913,A-0154,C-010,[template family A],H-0183331,es,False-Positive Control,EVENT_FAM_X4,0.208,Yes
CT-001914,A-0149,C-010,[neutral platform activity],H-4318580,es,False-Positive Control,EVENT_FAM_X4-default,0.431,Yes
CT-001915,A-0147,C-010,[non-sensitive coordination],H-8068077,en,False-Positive Control,EVENT_FAM_X4-P02,0.234,Yes
CT-001916,A-0146,C-010,[generic discussion],H-1420299,en,False-Positive Control,EVENT_FAM_X4-default,0.016,Yes
CT-001917,A-0158,C-010,[neutral platform activity],H-4318580,en,False-Positive Control,EVENT_FAM_X4-default,0.193,Yes
CT-001918,A-0145,C-010,[non-sensitive coordination],H-8068077,es,False-Positive Control,EVENT_FAM_X4-P02,0.393,Yes
CT-001919,A-0157,C-010,[non-sensitive coordination],H-5293850,es,False-Positive Control,EVENT_FAM_X4-default,0.061,Yes
